what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365867568752
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365867570851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867572232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867574790
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867574855
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProgressView",1365867577987
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProgressView",1365867578047
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365867582366
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867582402
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867584350
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1365867585939
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867586084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867587854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867591621
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867623139
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365867623186
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867623474
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867623595
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867629906
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867629906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867635070
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867639984
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365867650237
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365867653011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365867668721
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365867673893
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365867676522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867677285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867682765
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867682823
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365867685172
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867685507
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1365867685585
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1365867685590
opened,view,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui.executablesView",1365867685596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867688932
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867694993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867695001
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867715085
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365867715132
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867715363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867715478
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867725451
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867725451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365867739767
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365867745110
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365867746936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867747508
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867760813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867763963
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365867763990
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365867766149
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867766830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867782844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867828239
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867831708
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365867831755
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1365867839575
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365867850195
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365867852531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1365867854424
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365867856991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867857875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867862045
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867862112
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365867863463
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867863483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867866303
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867876730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867883715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867896603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867903131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867903723
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867906887
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365867906933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867926554
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867936275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365867947840
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365867949362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1365867951198
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365867954231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867954859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867962343
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365867962388
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365867963346
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365867963361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867964422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365867999173
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868001367
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365868001412
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1365868008871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868015090
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868016530
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1365868018214
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365868025486
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365868027869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868029522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868051162
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365868052004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868053426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868057954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868060306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868072899
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868074760
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365868074804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868080533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868092849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868116495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868120336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868130609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868138217
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868141017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868147985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868150406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868155820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868160700
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1365868160827
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365868162991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868166932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868167104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868179784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868185083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868189713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1365868193445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868196404
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868198236
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868205604
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868212033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1365868213068
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365868216180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868217592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868219241
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868219304
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365868220636
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365868220663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868222974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868247785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868250111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868250788
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868256472
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868275761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868277328
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868278901
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365868278947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868311912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868375887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868424254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868487939
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868512165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868518357
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868520573
