what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365872066903
activated,perspective,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.Perspective",1365872070961
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.ThreadView",1365872070997
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365872071918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872074378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872156539
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872160715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872162130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872162746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872164572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872171067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872171676
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365872173793
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365872173829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1365872253557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872260625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872266449
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365872267636
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365872269227
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365872271246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872271984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872290140
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365872290787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872295800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872303915
activated,perspective,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.Perspective",1365872308843
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.ThreadView",1365872308877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872311297
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365872318948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872318958
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.ThreadView",1365872318962
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365872318989
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872320360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872322563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872324946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872326250
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365872328816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365872328852
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365872363611
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365872366358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872371268
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365872387549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872440417
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365872440451
activated,perspective,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.Perspective",1365872442209
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365872442245
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872444472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872447667
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872453320
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872456057
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365872458525
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365872458562
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365872459322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872460234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872464148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872467363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872469155
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1365872469246
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872471457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872472111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872473419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872473913
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365872474567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872478541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872479372
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1365872479679
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365872479679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1365872479794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872481927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872483001
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365872483532
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1365872484878
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1365872484975
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1365872485020
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1365872485035
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1365872485049
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1365872485049
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1365872485078
stopped,bundle,com.android.ide.eclipse.ndk,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ndk",1365872485078
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,21.0.0.v201210310015-519525,"overlay.com.android.ide.eclipse.adt.overlay",1365872485099
stopped,bundle,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.adt",1365872485099
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1365872485099
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1365872485158
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1365872485158
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1365872485158
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1365872485158
